CM0110,45200211,48300200,51566888,53533555,54366877,57033555,58066877,60833544,61733555,64466888,65433533,68666877,69833533,72600222,73933533,76100222,77433555,79833533,81433533,84033555,85633555,88666877,89966888,92100222,93566888,95900222,97700222,100533544,101466888,104033533,105533555,107666877,109000200,112000211,113200222,116366888,117733555,120900222,122100222,124566877,125800211,128566888,129966877,132266888,134133555,136600222,138000222,140700211,141700222,144333555,145833555,148766866,149500211,152300211,153633544,156466888,157733555,160500222,162066877,164633555,165633544,168166866,169700211,172066888,173566877,176266877,177800211,180566888,181766888,184866888,186033555,188866888,190166888,193000211,194633555,196733555,198133555,200366888,201733555,204133544,205800222,208600222,209766866,212066888
CM0210,37900222,40966888,42400222,45300211,46366877,49066866,50400222,53066888,54400222,57233555,58166888,61000222,62033555,64633555,65500222,68300222,69766888,72300222,73533555,76400222,77333544,81166888,82200222,85233555,86433555,89100211,90200222,93233533,94233555,97066877,97966888,101266888,102566888,105066877,106166888,109200222,110166888,113700222,114800211,117966866,118100222,120900222,122100222,124933544,125900222,128933555,129966877,132766888,133833555,136500211,137566877,140233555,141533555,144066888,145133555,148733555,150233555,153333555,154200222,156433533,158066888,161233544,162133522,165033555,165833555,168400222,169300211,172666877,174200211,176533544,178133555,181300222,182266888,185333555,186333533,189033555,190366888,192300211,193866888,196966888,197900211,201133544,,
CM0310,37733555,40266888,42200211,45600222,46600211,49033544,50100200,53100222,54033555,57033544,57833544,60800222,61966888,64666888,66200222,69133555,70233533,73100222,73900211,76533555,77833544,80000222,81866888,84200222,85566877,88433544,90000222,93033544,94400222,97600222,98866888,101133544,102733544,105000222,106133555,109000211,110033555,113233555,114433555,117633544,118333555,120400222,121900222,124466888,125766888,128366888,130000222,133200211,134400211,137266877,138233544,141366888,142600222,145366877,146333511,149266888,150366877,153566888,154566888,157133533,158266877,161100222,161966888,164866888,165933555,168566877,170000222,173500222,174666888,176833544,177700200,181066888,181966877,184933555,186466888,189300222,190366888,193133555,194133555,196866888,198266866,201433555,,
CM0410,38700222,41566888,42833555,46100211,46933555,49933544,50933555,53866888,54733555,57566866,58766877,61966888,63133555,65833555,66700222,69466888,70433555,73600211,74500222,77700222,78733555,81600222,82700222,85600222,86600200,89566877,90666888,93800211,94533555,97866888,98833555,101800211,102666888,105866888,106866888,109966877,110766877,113733533,114500222,117900211,118900211,122066877,123200222,126000222,127166888,130100211,131166877,133600200,134966888,137966877,138800222,142600222,143233555,145933555,146833544,149433544,150766866,153600211,154566888,157933555,159100211,161933555,163000211,165866888,166900200,169933555,171000222,173933555,174833555,177966888,179000211,182000222,183166877,186000211,187066888,190100222,190600222,193866888,194866888,198166877,199366877,202500222,,
CM0510,38433533,41500222,42533544,45733544,46733544,49766888,50600222,54266877,55233555,58000211,58900222,62100222,63133555,66800222,67666888,70900211,71533555,74200222,75066888,77700222,78666877,81666877,82866877,85666877,86700222,90000222,90866888,93866888,94500211,97866888,98433555,102033544,102800200,105700222,106700211,109933544,111066877,113733544,114900222,117900211,118633555,121800222,122600211,125833555,126700222,129733544,130600211,133300222,134700222,137666877,138900222,141600222,142366888,145700222,146633555,149866888,150700222,153966877,154566888,157733555,158566888,161666888,162566888,165800222,166333555,169466877,170300222,173966888,174866888,177966877,179066877,181766888,182566855,186100222,186666866,190033555,190633555,193700222,194533555,198533555,198800222,202866888,,
CM0610,39066877,41900222,42866877,46600222,48033555,50833555,51900222,54900222,55933544,58733544,59833544,62833533,64133555,66633555,67900222,70000222,71000222,74200222,75300222,78633544,79700222,82600222,83633555,86500222,87966888,90500188,91766866,93566877,94466888,97733555,98933544,102000211,103366877,106100200,107266888,110100211,111566888,114000222,115600222,118100222,119366866,122300222,123300222,125633555,126533544,129066888,130433544,133400222,134566866,137500222,138600211,141833555,143133544,146133555,147066888,149600222,150566877,153700222,154766877,157666877,158666888,161633555,162733555,165566888,166700222,169500200,170666888,173666888,174866888,177400222,178633544,181400222,182766888,185533555,186833544,188933555,190033544,192900211,194233555,197433555,198600222,201900222,202966888,204900211
CM0710,38533555,41000222,42033544,45333544,46566877,49233544,50366888,53133544,54033555,57200222,58400177,61200222,62300211,65233555,66600222,69800211,70800222,73266888,74400222,77466877,78466877,81666877,82766888,85100211,86333555,89166877,90333555,93166855,94133533,97066888,98133555,100866877,101900222,104833544,106066888,109400222,110466888,113666888,114766888,117333555,118533544,121133533,122233544,125233555,126400222,129366888,130366888,133200211,134166888,137200211,138433533,141400222,142500222,145633555,146766877,150066888,151233555,153866877,154966888,157633555,158766888,161166877,162500222,165200222,166400222,169133533,170433555,173233544,174700222,177100211,178566888,181066888,181900222,185400211,186766877,189333555,190366888,193066888,194333544,197100222,198233555,201433555,,
CM0810,37766888,40500222,41666888,44900200,46433544,50066888,51266888,53600222,54466888,57300222,58700222,61333555,62566877,64800222,65766877,68600188,69800211,72500188,74100222,76366888,77533555,80600211,81566888,85033555,86133555,89033533,90166888,92566877,93566866,96533544,97700222,100466877,101466888,104200211,105466888,108266888,109466855,112666888,113566877,116200222,117400222,120700211,121700211,124800200,126300222,128833533,129700222,132600222,133666888,136500222,137400200,140366888,141400211,144000222,145200222,148533544,149600222,152666877,153800200,156800211,157833555,160733555,161733555,164766855,165866888,168633555,169866877,172366888,173433555,176666877,177466888,180566866,181500211,184566888,185666888,188466866,189400211,192533555,193633555,196600222,197800222,201333555,,
CM0910,37533544,40700200,41600222,44800222,45866888,48800211,49800200,52733544,53666866,56700222,57866877,60700222,61800222,64866888,65800222,68566888,69500222,72633555,73533544,76766877,77700211,80633555,81633555,84633544,85733555,88600222,89633544,92433555,93633544,96766877,97500222,100666866,101566888,104633555,105533555,108500211,109466888,112700222,113800211,116733555,117700211,120700211,121833544,125000211,126000211,128833544,129666888,133000222,133933555,136900222,137533544,140866888,141700222,144900222,145766888,149133544,149633555,152766888,153700222,156766888,157500222,160700211,161500222,164766866,165666877,168933544,169766877,172900211,173466888,176733555,177633555,180800222,181666888,185000222,185833555,188333555,189366877,192900211,193733555,196400222,197400211,200500222,,
CM1010,38633555,42500222,43200222,46333555,47200200,50266877,51366888,54766877,56033555,58866888,59733555,62833544,63900200,66533544,67300222,70466877,71266877,74366888,75366888,78233555,79000222,82133555,83333555,86600211,87366888,90500222,91666877,94800222,96066877,99200222,99933555,103100211,104000222,106966888,107866888,110800211,111866888,114266888,115133555,118533555,119400211,122000211,123066888,125466888,126433544,129833544,131633555,134666877,135333544,138300222,139100211,142500222,143600222,146300222,147333555,150400222,151266888,154300222,155233522,158233555,159100211,162133555,163166888,166333555,167400211,170400222,171333544,174166888,175166888,178000211,179000188,182300222,183433555,186100200,187333555,190400222,191200222,194466888,195533555,198233555,199066877,202633533,,
CM1110,37633544,40600222,41633555,45200222,46733544,49100222,50166888,53166877,54733555,57100200,58666888,60966888,61733533,64666888,65566877,68233533,69633555,72166877,72900211,76300222,77266888,80600222,81666888,84766888,85733555,88700211,89666888,92633544,93933544,96400222,97633544,100733555,101700222,104600222,105300222,108700211,109866877,113066888,113733544,117166877,117866888,120500200,121400222,124300222,125366888,128333555,129566877,132333555,133500222,136100222,137466877,140166888,141566888,144066888,145133555,148400222,149500211,152166877,153466888,156266877,156833555,160366877,161900211,164466877,165866877,168600222,170000222,172533544,173833555,176700222,177933544,180566888,182133544,184366888,185566888,188333555,190000211,192333544,193766877,196400188,197933555,201033544,,
CM1210,36600200,40133544,40600211,43400222,43900222,47333555,48200222,50900222,52000222,55266888,55966888,59200222,59833544,62766888,63666866,66933555,67966877,71366877,72166877,75766888,76466866,79600222,80266888,83366888,84300211,88166877,88933555,92233544,92900211,96033533,97133544,100366888,101033544,104100222,105000211,108000222,109133555,112166888,112866877,116133555,116833555,119933555,120666888,123700222,124533544,127700222,128633555,131800211,132600222,135966888,136933555,139733555,140500211,143800211,144633555,147600222,148500211,152000222,152800222,155866888,156533544,159900222,160566888,163900222,164700222,167700211,168500211,172066888,172866888,176266877,177066888,180533555,181166866,184166888,184733544,187900222,188800222,191800211,192500222,197766888,,,,
