CM0101,40800222,43800211,45100211,48100222,49300222,52300222,53466866,56466877,57566888,60000222,61600222,64066877,65233555,68233555,70233544,72266888,73333555,76166877,77000222,80000211,81200222,84200222,85400222,88400222,89266877,92266866,93100211,96100222,97000222,100000211,101200222,104200222,105000200,108000222,109033555,112033555,113366888,116366877,117300211,120300211,121333544,124333555,125600222,128133533,129233555,132233555,133366866,136366888,137133544,140133544,141133544,144133555,145066866,148066888,148933522,151933544,153100211,156100211,157433544,160433544,161200222,164200222,165233555,168533555,169466888,171466877,173166866,176166888,177100222,180100200,181366855,184366877,185433544,188433555,189400211,192400222,193800211,196266877,197366877,200366877,,,,
CM0201,40066877,42100222,43033555,46033544,46700211,49700222,50566888,53566888,54266888,57266888,58266888,61266888,62200222,65200222,66300222,69300211,70633544,73633555,74800222,77866877,78200211,81200222,82266888,85266888,86366888,89366888,90733533,93733555,94433544,97433533,98233533,101233544,102366888,105366888,106600222,109600222,110600222,113600222,114666888,117666888,118766888,121766877,122266888,125266888,126500222,129500222,130700222,133700211,134666888,137666877,138500222,141500222,142566877,145666888,146066888,149066888,150400211,153400222,154533555,157533544,158866866,161866888,162600222,165600222,166633555,169633555,170633544,172900211,174533544,177533555,178833555,181833555,182433544,185433555,186700211,189700222,190666877,193666888,194700211,197700211,198366888,201366888,,
CM0301,44266888,47266888,48066844,51066888,52166888,55166866,56000222,59000222,59766888,62766888,64700222,67700211,68466888,71466888,73066888,76066888,76500211,79500211,80466888,83466888,84233544,87233555,88200211,91200222,92166888,95166888,96700222,99700211,100666888,103666888,104800222,107800211,108833555,111833544,112066888,115066888,116266888,119266888,120500211,123500188,124333555,127433555,128666888,131666855,132700222,135700222,136466888,139400222,140666888,143666877,144700222,147700222,148633555,151633533,152700222,155700222,156866888,159866877,160166888,163166877,164400222,167400222,168700222,171700211,172700222,175700222,176466888,179466888,180600211,183600200,184600211,187600222,188666888,191866888,192466888,195466888,196133555,199166877,200233555,203233555,,,,
CM0401,42500222,45500222,47500222,50500211,51033555,54033544,55400222,58400222,59333555,62333555,63500222,66500222,67466866,70466877,71366888,74366888,75433555,78433555,79400211,82400222,83900211,86900211,87766877,90766888,91433555,94433555,95566888,98566888,99333555,102333555,103600222,106600222,107433555,110433544,111100222,114100222,115366888,118366888,119733555,122733544,123733544,126733555,127866888,130866877,131366888,134366855,135466888,138466888,139400222,142400211,143366888,146366888,147366888,150366888,151500200,154500211,155366866,158366877,159400211,162400222,163466877,166466888,167533555,170533511,171100222,174100222,175600222,178600211,179400200,182400222,183333544,186333544,187400222,190400222,191266888,194266888,195366888,198366888,199666877,202666877,,,,
CM0501,43133555,46133544,46800222,49800222,50866888,53866888,55000222,58000211,59100222,62100200,62966877,65966877,66900211,69900222,70966877,73966877,74566877,77566877,79000222,82000222,83400222,86400222,87400211,90400222,91166866,94166888,95133544,98133555,99066888,102066888,103200222,106200211,107100222,110100222,110866877,113866888,114866888,117866877,119033555,122033555,123033555,126033544,126933533,129933555,131166888,134166888,135000222,138000222,139000222,142000211,142566855,145566888,146833555,149833555,150833544,153833544,155066888,158066888,159066855,162066877,163100222,166100200,166900200,169900222,171033555,174033544,174866888,177866888,178900211,181900222,183000211,186000222,187233555,190233544,191200222,194200222,195233555,198233555,199100222,202100222,,,,
CM0601,41966888,44966888,45600222,48600222,49766877,52766877,53700222,56700211,57600222,60600222,62000222,65000222,66066888,69066888,69333555,72333555,73400222,76400222,78100211,81100211,81766888,84766877,86400222,89400211,90200211,93200211,94066888,97066888,98100222,101100211,102233555,105233555,106166888,109166888,109933555,112933544,114433555,117433555,118433555,121433544,122533544,125533555,126266888,129266888,130233555,133233555,134200222,137200211,137800211,140800222,142000222,145000211,145800211,148800222,149733544,152733555,153933544,156933555,157933544,160933555,161700222,164700222,165733544,168733555,169800222,172800200,174000222,177000211,178033555,181033555,182200211,185200222,185900222,188900222,189966877,192633555,193433555,196433555,197966888,200533544,,,,
CM0701,42366877,45366877,46533555,49533555,50533555,53533555,54633555,57633555,58833555,61833544,62933555,65933555,66533555,69533555,70666877,73666888,74633555,77633544,78533555,81533522,82733555,85733555,86800222,89800222,90800222,93800222,94733555,97733555,98766888,101766866,102766877,105766877,106466888,109466888,111100222,114100222,114766877,117766888,118200200,121200200,122166888,125166877,126766877,130333555,130900211,133900222,134733555,137733522,138933555,141933555,142966877,145966888,146466888,149466877,150666877,153666888,154833533,157833555,159100222,162100211,162766877,165766888,166633544,169633555,170366888,173366877,174966888,177966877,178966877,181966888,182933555,185933555,186900211,189900222,190633555,193633555,194666877,197666888,199433544,202433544,,,,
CM0801,40400222,43400200,44233555,47233555,47866866,50866877,52233544,55233555,56000222,59000211,60333555,63333544,64600222,67600211,68633555,71633555,72500222,75500222,76766888,79766877,80633555,83633544,84666888,87666888,88266888,91266888,92500211,95500222,95733544,98733555,100100222,103100222,104133544,107133555,108166866,111166888,112333544,115333544,115866877,118866877,120000211,123000222,123666888,126666888,128133544,131133555,132233555,135233544,136033544,139033544,139966877,142966877,144333555,147333533,148100211,151100200,152200222,155200211,156166888,159166877,159966877,162966888,164433555,167433544,168233555,171233555,172100222,175100222,176433555,179433555,180300222,183300222,184033555,187033555,188266888,191266877,192200211,195200222,196133555,199133555,,,,
CM0901,42333544,45333555,45933555,48933555,49666888,52866888,53533544,56533555,57833544,60833544,61866888,64866888,66233555,69233544,70133555,73133555,73666888,76666888,78033555,81033555,82033555,85033555,86133555,89133555,90300211,93300222,94100222,97100222,98500177,101500200,102200222,105200222,106433544,109433533,110200222,113200222,114466888,117466888,118366877,121366877,122366888,125366866,125666888,128666877,129133544,132133555,133833555,136833544,138066888,141066866,141966888,144966877,146000222,149000222,150033544,153033555,153933544,156933555,158100211,161100211,162166888,165166888,166233555,169233555,170200222,173200222,174033533,177033555,177733555,180733555,181900222,184900211,186166866,189166877,190200222,193200222,194300222,197300211,198366888,201366888,,,,
CM1001,43600188,46600222,47666877,50666877,51366855,54366877,55133555,58133555,59500211,62500211,63066888,66066888,67533544,70533555,71866855,74866888,76333555,79333555,80666888,83666888,84433555,87433555,88100211,91100222,91700222,94700222,95733544,98733555,99666888,102666888,104000222,107000211,107800211,110800211,111966888,114966888,115766888,118766866,119633544,122633555,123700222,126700211,127566877,130566877,131533555,134533555,135833544,138833555,139666877,142666888,143900222,146900222,148300222,151300222,151933555,154933555,155933555,158933533,159700222,162700222,163533555,166533555,167233555,170233555,171433522,174433555,175733555,178733533,179600211,182600211,184033555,187033555,187933555,190933555,192133544,195133555,195866888,198866888,199466877,202466888,,,,
