CM0105,38266888,41266877,42700222,45633555,46066888,49066888,50000222,53000222,54133555,57133555,58133555,61133555,61833544,64833555,66000222,69000200,70100222,72900222,74200222,77200211,78066888,81066877,82300222,85300222,86133555,89133555,90300200,93066888,93900222,96900222,97900222,100900222,101833544,104833555,105833544,108833555,110166888,113166888,114366877,117366888,118466877,121466888,122433555,125433544,126266888,129266877,129966888,132300222,137300222,140300222,141566888,144566888,145466888,148466877,149366888,152366877,153300211,156300211,157600222,160600222,161566877,164200222,165133555,168133544,169466877,172466877,173733555,176733555,177700222,180700222,182200222,184833555,185766888,188233544,189200211,191566888,193033555,195566888,196666877,199666877,,,,
CM0205,39366888,42366888,43233555,46233555,47300222,50100222,51033544,54033544,54766877,57466877,58700222,61700222,62933555,65766866,66000222,69000222,70600211,73600211,74033522,77033533,78966888,81966888,82600211,85600222,86733555,89733555,90600222,93600222,94733555,97733544,98433555,101433555,102766877,105766888,106500222,109500211,110566877,113566877,114600222,117600222,118300222,121300211,123033555,126033533,126733555,129733544,131133555,134133555,135066888,138066888,139133555,142133555,142266888,145266877,146600222,149600211,150266877,153266866,154666877,157666877,158700222,161700222,163100222,166100211,166966877,169966877,170666888,173666888,174933544,177933544,178866877,181866877,182800211,185800222,186633544,189633555,190466888,193466888,194566866,197566888,198933544,201933533,,
CM0305,40333544,43333555,44300222,47300222,48133544,51133555,51833555,54833533,55566877,58566844,59500211,62500222,63566877,66566877,68000222,71000222,72100222,75100222,75933544,78933544,80233555,83233555,84200211,87200222,87900211,90900211,91633555,94633555,95600211,98600222,99800222,102800222,104100222,107100222,107966888,110966888,111700222,114700222,116400222,119400222,120166866,123166888,124033533,127033544,128166877,133166877,132033555,135033555,136266888,139266888,140133555,143133555,144133544,147133555,147833555,150833555,152033555,155033533,155966866,158966888,160300222,163300222,164033555,167033544,168300211,171300222,171733555,174733544,176533544,179033555,179833555,182833555,183466888,186466888,187733555,190733555,191866888,194866888,196033555,199033555,199700211,202700222,,
CM0405,40733555,43733555,45233555,48233555,49466888,52466877,53366888,56366888,57366888,60366888,61333555,64333544,65266888,68266877,69266888,72266877,73400211,76400222,78200222,80700211,81566877,83733555,84266888,87266877,88800222,91800222,92466877,95466877,97033544,100033555,101333555,104333555,105300211,108300200,108966877,111966888,113166877,116166888,117066877,120066877,121233555,124233522,124933555,127933544,128533544,131533555,132300222,135300211,136100222,139100222,139833533,142833555,143466866,146466877,147466888,150466888,151633555,154633555,156433555,159433544,160866888,163866877,164733533,167733555,168566888,171566888,173033555,176033555,176600222,179600211,180233555,183233544,184100222,187100222,188466877,191466888,192766888,195766888,196200222,199200200,200300211,203300211,,
CM0505,40000222,43000211,44566888,47566888,48300222,51300222,51566888,54566888,55066888,58066888,59733555,62733555,64066877,67066888,68000222,71000222,72366888,75366888,76266888,79266888,80300222,83300200,87966888,90966888,91766888,94766866,95933555,98933555,99966888,102966877,104000222,107000222,107033555,110033555,110600222,113600211,114100222,117100222,118100211,121100211,121766888,124766888,127766877,130766888,131700211,134700222,135700211,138700222,139700222,142700211,143500211,146500211,147666866,150666888,152366877,155366888,156033544,159033544,159933544,162933544,164233555,167233555,168000222,171000211,171433555,174433544,175566877,178566888,179566888,182566888,183700222,186700222,187700211,190700211,191533555,194533555,195833555,198833544,199966888,202966877,,,,
CM0605,39200222,42200222,43266888,46266888,47166877,50166888,51566888,54566888,55666877,58666888,59300222,62300222,63066877,66066888,66733555,69733555,71033555,74033555,75366888,78366877,78866888,81866877,83200222,86200222,87133555,90133555,91100211,94100211,94900211,97900222,99266877,102266877,106900222,109900222,110766877,113766888,114966877,117566888,119466877,121966888,123000211,126000222,126933555,129933555,130866888,133866888,135566888,138566888,139866877,142866877,144600211,146633555,147266888,150266888,150833555,153100211,154466888,157233555,158666877,161866866,163400222,165733555,166966888,169966888,170733555,173733555,174266888,177266877,178533544,181533555,182566877,185833544,186566877,189566888,190866877,193866877,195100222,198100222,199100222,202100222,,,,
CM0705,38666877,41666866,43133544,46133544,47566877,50566888,51666888,54866888,55233555,58233544,59633555,62533555,64100211,67100222,67566888,70566888,70833555,73833555,74300222,77300211,78500211,81500222,82666888,85666877,86933544,89933555,90766888,93766877,94600222,97600222,98900222,101900222,102500222,105500222,106666888,109666888,111333555,114333544,115066877,118066877,119233555,122233555,123400222,126400222,127300200,130300222,131100211,134100200,136233555,138866888,139433544,142433555,142900222,145900222,146933555,149933544,150833555,153833555,155000222,158000200,158833555,161833544,162233555,165233544,166700188,169700222,170833555,173833544,174966888,177966877,178900222,181900222,182933555,185933544,187066877,190066888,190733555,193733533,194800211,197800222,198666888,201666888,,
CM0805,40233555,43233544,43833533,46833522,47666888,50666877,51733533,54733533,54833555,57833544,59566855,62566888,63366888,66366877,67333555,70333555,71300222,74300211,75300211,78300222,79300211,82300211,83566888,86566888,87333544,90333544,91333544,94333544,94700222,97700222,98800222,101800222,103266877,106266866,107366888,110366888,111200200,114200222,115200222,118200211,119100222,122100211,123600222,126600222,127400222,130400211,131466888,134466888,135266888,138266888,139033544,142033555,142633555,145633533,146933544,149933555,150866888,153866877,154833544,157833555,158666866,161866888,163600222,166600222,166933555,169933555,171100222,174100211,175366866,178366888,178700222,181700222,182933555,185933555,187433555,190433544,190600222,193600222,194900222,197900211,198433544,201433544,,
CM0905,39033555,42033544,43833555,46833544,47766888,50766888,52833544,55833555,56800222,59266888,59833544,62833533,64000222,67000222,68200222,71200211,71966888,74966888,76233555,79233555,79700222,82700211,83633555,86633555,87633555,90633555,91533544,94533555,95800222,98800211,99666888,102666877,103566877,106566888,107533533,110533544,111366888,114366888,115266866,118266888,119600211,122600211,123466888,126466866,127333544,130333544,131600222,134600222,135366888,138366877,138800222,141800222,143133555,146133555,146833555,149833544,151233544,154233544,155766877,158766888,159600211,162600222,163500222,166500222,167766888,170766866,171600211,174600222,175733522,178733555,179500222,182500222,183366877,186366877,187100211,190100211,191200222,194200200,194766888,197766888,199466888,202466888,203233544,205233544
CM1005,38600222,41600222,43600222,46600211,47000211,50000222,50666888,52866888,53566877,56566877,58566866,61566877,62466888,65466888,67033544,70033555,70566866,73566888,74633555,77633555,78833555,81833555,82766888,85766877,87400211,90400222,91133555,94133555,94266888,97266888,98766888,101766888,103000211,106000222,107300222,110300222,111066877,114066877,115333544,118333555,118366877,121366866,122833555,125833555,126900222,129900211,131866877,134866877,135600200,138600211,140033555,143033555,143966888,146966877,147466888,150466888,150600222,153600222,154733555,157733544,158566888,161566877,162800222,165800211,171000222,174000200,176333544,178633555,179566877,182566888,183400211,186400222,187700200,190700222,191200200,194200222,195633533,198633555,199600211,202600222,,,,
