CM0107,38166855,41166877,43366888,45766888,47000222,49600211,50566888,53566888,54766877,57766888,58900222,61500222,62300222,65300222,66266866,68966888,69733544,72200211,72966888,75966888,77600222,80133544,81233555,84233555,86100211,89100222,90500222,93500222,94433511,97433555,98533544,101533555,102500222,105500222,106566888,109566888,110466877,113466888,115000222,118000222,119600222,121900222,123100222,125600211,126300211,129300222,130466888,133466888,134233555,137233555,138800211,141800222,142633555,145633544,146733555,149466888,150333555,153333555,154133533,157133544,158300211,161300211,162866877,165866888,166466888,169466888,170633555,173633555,174600211,177600211,178566877,181566888,182566888,185566888,186833555,189833544,190866888,193866888,194666888,197666888,198733555,201733555
CM0207,40700211,43700222,44366888,47366877,47833544,50833544,52233555,55233555,56133544,59133555,60466888,63466888,64500211,67500222,68400222,71400222,72666888,75666888,77066888,80066888,80433555,83433555,84533555,87533533,88666888,91666888,92700211,95700211,96900211,99900222,100800211,103800200,105033555,108033533,108800222,111800222,113100211,116100222,116866888,119866877,120733544,123733555,124600222,127600222,128200222,131200211,132000211,135000222,136233544,139233555,140266888,143266877,144233555,147233555,148333555,151333555,152066877,155066866,155833555,158833544,159466888,162466888,163500211,166500222,168100211,171100222,172500222,175500222,176500222,179500200,180433555,183433533,184500211,187500211,188066888,191066877,192133544,195133555,196033544,199033555,199566888,202566888
CM0307,40366888,43366877,44366888,47366888,48300222,51300211,52466877,55466877,56266888,59266888,60300222,63300200,64666888,67666877,68633555,71633555,72566888,75566888,76566888,79566888,80400222,83400222,84566888,87566888,88266888,91266888,92200211,95200211,96266877,99266888,101033555,104033555,104266888,107266888,108533555,111533555,112900211,115900211,116666866,119666866,120300222,123300222,124533555,127533544,128233555,131233555,132433555,135433544,136533555,139533555,140500200,143500222,144466877,147466888,148600222,151600222,152366877,155366888,156133555,159133555,159966888,162966888,164133544,167133544,168200222,171200222,172333555,175333544,175966877,178966888,180666888,183666866,184700222,187700222,188700222,191700222,192066866,195066877,196266877,199266877,200500222,203500200
CM0407,39766877,42766888,43966877,46966877,48066888,51066877,51966888,54966877,56000222,59000211,59966888,62966888,63533555,66533555,67800222,70800188,71766888,74766877,75700222,78700222,79900211,82900211,84000222,87000222,87900222,90900222,91833555,94833555,96166888,99166866,100266877,103266888,104066844,107066877,108000222,111000211,111800200,114800222,115933533,118933555,119733555,122733555,123733522,126733544,127366888,130366888,131566888,134566888,135300222,138300222,139166888,142166877,143266888,146266888,147733544,150733544,151500211,154500222,155433555,158433555,159600200,162600222,163566888,166566877,167300211,170300211,171066888,174066877,175066877,178066888,179800211,182800211,183500222,186500211,187666866,190666888,191666888,194666888,195866877,198866888,199800222,202800222
CM0507,39033555,42033555,42866888,45866877,46833555,49833544,50566877,53566888,54966888,57966888,59066877,62066888,62766888,65766888,66833555,69833544,71100222,74100222,75100222,78100222,79066888,82066877,83100211,86100222,87133555,90133544,91466866,94466877,95133555,98133544,99366888,102366888,103733555,106733555,107600222,110600222,111566866,114566866,115666888,118666877,119033555,122033544,123200222,126200222,127300211,130300222,131033544,134033533,134966888,137966888,138766888,141766877,142866888,145866888,147233555,150233544,151233555,154233555,155133555,158133555,158866888,161866888,162400222,165400222,166166888,169166866,170533544,173533544,174566877,177566888,178666888,181666877,182833555,185833555,186966877,189966888,191033555,194033555,195066866,198066877,199000222,202000222
CM0607,42033555,45033544,46300222,49300211,51100211,54100222,55166866,58166888,59033555,62033555,63133555,66133555,67500222,70500222,71200200,73633555,74133555,77133555,78333555,81333555,82400222,85400211,86166877,89166888,90366877,93366888,94333555,97333555,98266866,101266888,102266888,105266855,106100222,109100222,110366888,113366888,114433555,117433555,118733555,121733555,122600222,125600211,126400222,129400222,130366888,133366877,134733555,137733555,138866888,141866888,142833555,145833555,146466866,149466877,150433555,153433555,154133555,157133544,158500211,161500200,162400222,165400222,166266888,169266866,170066888,173066888,174133555,177133544,178233555,181233544,182133555,185133555,186333555,189333555,190366866,193366866,194200211,197200211,198066888,201066888,201866888,204866888
CM0707,39000222,41666888,42366877,45366888,46433544,49433555,50466888,53466888,54633544,57633555,58266888,61266888,62433555,65433555,66366866,69366877,70066888,73066877,74400211,77400211,78566888,81566877,82000222,85000211,86033544,89033533,89900222,92900222,94566888,97566877,98500211,101500222,102866888,105866888,106633555,109633555,110333555,113333555,114400222,117400222,118266888,121266888,122100211,125100188,126366877,129366888,130300222,133300222,134133555,137133555,138300200,141300222,142333533,145333544,146433555,149433555,150600200,153600222,154266888,157266888,158166888,161166877,162266888,165266877,166433555,169433555,170366877,173366877,174233555,177233555,178166888,181166877,182300211,185300222,186033555,189033544,190400222,193400222,194300222,197300222,198233555,201233555
CM0807,37666877,40666888,41700222,44700211,45966888,48966888,49766877,52766888,53500222,56500200,57766888,60766888,62166888,65166888,65866888,68866877,70233544,73233555,73966888,76966888,77866888,80866888,81900211,84900200,86066888,89066888,90633555,93633555,94600222,97600211,98733555,101733544,102800222,105800200,106500222,109500222,109833555,112833555,113466888,116466888,117066888,120066888,121600200,124600211,125633555,128633533,129733555,132733555,133633544,136633555,137866877,140866888,141733533,144733555,145733555,148733555,149566866,152566877,153433544,156433555,157100222,160100222,161500211,164500211,165900211,168900222,170066866,173066888,173700211,176700211,177866888,180866888,181800222,184800222,185966888,188966888,190133555,193133544,193833555,196833555,197766888,200766888
CM0907,39266877,42266888,43966877,46966888,48266877,51266888,52300222,55300211,56266888,59266877,60866877,63866877,65133544,68133555,68200222,71200211,71733555,74733555,75866877,78866888,79800222,82800222,83466888,86466888,87800222,90800222,91900211,94900222,96166888,99166888,100166866,103166888,104500222,107500211,108433555,111433555,112233544,115233555,116466888,119466888,119966888,122966877,124033555,127033544,128133555,131133555,131633544,134633555,135666877,138666888,140033555,143033555,144366888,147366877,149100211,152100222,153600222,156600222,157566888,160566888,162033533,165033555,167000222,170000222,171466888,174466877,176566877,179566866,181100222,183633544,184100211,187100211,187766877,190766877,191566877,194566877,195400222,198400211,199500211,202500211,,
CM1007,40333555,43333555,44200222,47200211,47233555,50233544,51500211,54500211,55033544,58033555,59833555,62833555,63866888,66866888,68100211,71100222,72100222,75100222,76600222,79600211,80833544,83833544,84500200,87500222,88166888,91166877,92333555,95333555,96200222,99200211,100366877,103366888,103833555,106833555,108033544,111033544,112066866,115066877,116433555,119433533,120500211,123500200,124766866,127766877,128600222,131600211,132833555,135833555,135966877,138966877,139566877,142566877,142766877,145766888,147066866,150066877,151600222,154600211,156133544,159133544,159766888,162766888,164000211,167000222,167966888,170966888,171966888,174966877,175566877,178566888,180100222,183100222,183933555,186933555,188733555,191500211,192033555,195033555,196000200,199000211,200000200,203000222
