CM0104,47000211,49800222,51200222,53200222,54866877,57400222,58833555,61666888,62966888,65700222,67366877,70066888,71200222,74100222,75400211,78000222,78933555,81733544,83100222,85833555,87133544,89566877,91033544,93933555,94966888,97733533,99933555,102033555,103233555,105900211,107433544,109900211,111133544,113833544,115300211,118000222,119433533,122033533,123033555,125766888,127500222,130100211,131833544,133866888,135433544,137866888,139033555,142000222,143000200,145866877,147433555,150266888,151300222,153800211,155666877,157833544,159066888,161566888,163566888,165833522,166866877,169400222,171066866,173733544,174733555,177300222,178933555,181700211,182933555,185233544,187066877,189833555,191900211,194066888,195033544,197866877,199033555,201833555,203333544,205866877,,,,
CM0204,40466888,40433544,45133555,47733555,49166888,51733544,53033522,55166888,56900211,59166866,60700222,63066888,64566888,67066888,69133544,72033555,73300211,76166888,77600211,80366888,82066888,84500222,85766888,88233555,89666866,92666855,93766877,95766877,97500211,100000222,101466888,104200222,105433555,107933544,109233555,111600222,113400211,115833555,117233555,119500211,120666888,123633544,125300222,127700222,129000211,131466888,132700222,135033555,136900222,139633555,140900222,143266877,144866888,147733555,149266877,152000200,153200211,156166888,157633544,159933555,161266888,163766888,165100222,168033555,169233544,171933555,173100200,176100222,177133544,179866888,181500222,184100222,185033555,187666877,189200188,191866888,193233522,195900211,197166877,199800222,,,,
CM0304,39566888,42300222,43866855,46166888,47600211,50133555,51533555,54233555,55466888,58133555,59233544,62166866,63433555,65866888,67133555,70100200,71500211,74100222,75733555,78733555,79900222,82266888,83133555,85900222,87866888,90166888,91633555,94433544,95900211,98066888,99433544,102266877,103400222,106200222,107500222,110266888,111533544,114233544,115866888,118266888,119466888,122333555,123133555,125900222,128200222,130533555,131833555,134333533,135666866,138133555,139466888,141900211,143433544,146200222,147533555,150100222,151533555,154000222,155566877,158633555,159700222,161900222,163666888,165900211,167200222,170000222,171400211,174133533,175600200,178066866,179400222,182200222,183566888,186133544,187600211,190000222,191033544,194366888,195200211,198100222,198900222,201866877,,
CM0404,40433555,43100222,44633555,47000211,48333555,51100222,52433555,54966877,56300222,58833555,60100222,62766888,63933555,66266888,68033555,71000211,71966888,74833544,76333544,79166888,80900222,83500222,85166888,87266877,88600211,91300222,92433555,95066888,96933555,99566888,100933555,103133555,105533555,108100211,109233555,111566888,112933555,115400222,116733555,119433555,121066888,123433533,124933544,127233555,129133533,131666877,132266866,135066877,135933544,138366888,140100222,142800222,144133555,146933533,148433544,151000222,151866888,154500222,155966888,158833555,160000222,162966888,164166888,167033555,168300211,170866877,172333555,175166888,176133544,179033555,180366888,182966888,184300222,187133555,188466877,191033555,192366888,195100200,196733544,199333544,199966888,202300222,,
CM0504,39066877,42000211,42100222,45033533,46866888,49833555,50433555,53066877,54166888,57133555,59366888,62366888,64166888,67166877,68200211,71000222,71866888,74466888,75833544,78333555,79433555,82266888,83400222,86100222,87366888,90333555,91233544,94233555,95266866,98266888,98800222,101233555,103400222,106400222,107700211,110100200,111133544,114133555,115600222,118300211,119900222,122700222,123133544,125900200,126533555,129533555,130766866,133633544,135233555,138533544,138633555,141633511,143933555,146933544,147966866,150900211,151933555,154933522,155433555,158400222,159366888,162366888,163800211,166800222,168433555,171433555,171800211,174800200,176300211,179300222,179566888,182500222,183833544,186600211,188300211,191200222,192300222,195033555,195533533,198533555,,,,
CM0604,41200222,43533544,44466888,47366888,48700222,51666888,53333555,56133555,57233533,60033555,61466877,64466888,65633555,68333555,69500222,71633555,73266877,76100222,77733555,79800222,80833533,83833555,85266877,88266877,89633555,92133555,93233544,96133544,98200222,100966877,101633544,103900211,105166888,107933555,108900222,111300222,113100200,115900211,117100200,119900211,121100211,124033555,125366888,127933555,129133555,131833544,133033555,135466877,137100222,139266888,140766888,143733544,145166888,147700211,148833544,151300222,152400211,155166877,156700222,159233555,160300222,163300222,164600222,167066888,168566877,171566866,172933544,174966888,176400222,178966888,180133533,182933555,184466888,187333555,189433544,192033555,193166877,195800222,197233555,199966888,,,,
CM0704,41666877,44600211,46200222,49166877,50500222,53466888,55733555,58333555,59533555,62500211,63900188,66466888,67866888,70833555,72200222,75200211,76300222,79133555,80400211,83100211,83800211,86333544,87766888,90533555,92600222,95233544,96566877,99333544,100533544,102833555,103400222,106400211,108400222,111200211,112700222,115133544,116733555,118800211,120133544,122866877,124566888,126766888,128466888,130733544,132333555,134466888,136066888,138500222,139400222,142266877,143100211,146033555,147433555,150433544,152533555,155500211,162600222,165600222,167633544,170466888,171700222,174666888,175933555,178900222,180566888,183200211,183933544,186933555,188766877,191000222,192366877,195166877,196900222,199233555,199666888,202433555,,,,,,,,
CM0804,40200222,42966888,44833555,47300222,48800222,51366877,52533555,55033544,56066888,58800222,59833544,62300222,63433544,66000211,66900222,69700222,70333555,72800200,74000222,77000222,77900211,80700211,87466877,90466877,91866877,94600222,95900222,98366888,99566888,102133555,103566888,106366877,108333555,111166888,112266888,114766877,116133555,118833555,120200222,122900211,124066888,126233555,127400222,130166877,132066888,134700222,136533555,139400222,139800222,142800222,144300211,147233544,148433544,151000222,152266888,155000222,156000222,159000222,160366877,163033544,164166877,167133544,168033555,170933555,171733555,174033555,175233555,178233533,180666877,183033555,184100222,187033555,188333544,191033555,192600222,195300222,196133555,198733544,,,,,,
CM0904,39000222,42000222,43733555,46733555,47633544,50633555,51966888,54966888,55000222,58000222,59866888,62866877,64766888,67466877,67700222,70700222,71600222,74600211,75933555,78933544,79966877,82966877,84366877,87366888,87733544,90733555,91933555,94933544,95500222,98500222,100333555,103333544,103933544,106933544,108600211,111600222,112233544,115233544,116533555,119533555,120566888,123566888,124966888,127966888,128833555,131833555,132566888,135566877,136533555,139533544,140166888,143166888,143933544,146933555,147433555,150433522,150666888,153666888,155400211,158400211,159833555,162833544,162866888,165866866,167233544,170233544,171566888,174566888,175733544,178733555,179766888,182766877,183533555,186533555,187766888,190766877,191466888,194466888,195866888,198866888,200066877,202300222,,
CM1004,39166866,42133555,43100222,46100211,46633555,49633555,50533555,52766866,53500211,56500211,57133555,60000211,61200211,63666888,64633555,66733555,66866888,69833555,70700222,73000222,74500222,77500211,78466888,81466888,82833555,85700222,86566877,88466888,90366888,93366877,94933555,97500222,98700222,101700211,102933555,105700222,106000211,109000222,110600222,113600211,114366888,117366888,119066866,122066888,123433544,126133544,126966888,129966888,130466888,133466888,134100222,137100222,138333555,141333544,142666888,145666888,146600222,149600222,150733555,153733555,154500200,157500222,159400222,161566866,162166888,165166888,167133555,169766888,170966888,173966888,175400200,177900222,178900222,181900222,183366888,185466888,187266866,190200222,190400222,193400200,194000211,197000211,,
